# relative_time, cycles_done, cur_item, corpus_count, pending_total, pending_favs, map_size, saved_crashes, saved_hangs, max_depth, execs_per_sec, total_execs, edges_found
1683, 0, 2666, 2739, 2663, 308, 7.95%, 19, 1, 17, 456.11, 1225066, 5210
1688, 0, 2666, 2740, 2664, 308, 7.95%, 19, 1, 17, 572.57, 1227951, 5211
1693, 0, 2666, 2751, 2675, 308, 7.95%, 19, 1, 17, 600.26, 1231029, 5212
1699, 0, 1531, 2752, 2675, 309, 7.95%, 19, 1, 17, 650.95, 1234265, 5212
1704, 0, 2703, 2753, 2675, 308, 7.95%, 19, 1, 17, 707.49, 1238004, 5213
1709, 0, 2706, 2753, 2674, 307, 7.95%, 19, 1, 17, 724.16, 1241720, 5213
1714, 0, 2706, 2763, 2684, 307, 7.95%, 19, 1, 17, 576.81, 1244735, 5213
1719, 0, 2706, 2772, 2693, 307, 7.95%, 20, 1, 17, 445.17, 1246870, 5213
1724, 0, 2569, 2774, 2694, 306, 7.95%, 20, 1, 17, 548.86, 1249476, 5213
1729, 0, 2569, 2775, 2695, 306, 7.95%, 20, 1, 17, 694.85, 1253307, 5213
1734, 0, 2728, 2776, 2694, 304, 7.95%, 20, 1, 17, 663.24, 1256703, 5213
1739, 0, 2728, 2784, 2702, 304, 7.95%, 20, 1, 18, 526.32, 1259123, 5213
1744, 0, 2728, 2793, 2711, 304, 7.95%, 20, 1, 18, 523.73, 1261746, 5213
1749, 0, 2728, 2799, 2717, 304, 7.95%, 20, 1, 18, 507.16, 1264308, 5213
1754, 0, 2728, 2801, 2719, 304, 7.95%, 20, 1, 18, 510.96, 1266912, 5213
1759, 0, 2728, 2807, 2725, 304, 7.95%, 20, 1, 18, 483.47, 1269312, 5213
1765, 0, 2728, 2809, 2727, 304, 7.95%, 20, 1, 18, 516.58, 1272038, 5213
1770, 0, 2728, 2812, 2730, 304, 7.95%, 20, 1, 18, 499.69, 1274504, 5213
1775, 0, 2728, 2814, 2732, 304, 7.96%, 20, 1, 18, 516.21, 1277133, 5214
1780, 0, 2728, 2817, 2735, 304, 7.96%, 20, 1, 18, 512.09, 1279704, 5216
1785, 0, 2728, 2821, 2739, 304, 7.96%, 21, 1, 18, 507.37, 1281953, 5216
1790, 0, 2728, 2825, 2743, 304, 7.96%, 21, 1, 18, 473.76, 1284370, 5216
1795, 0, 2728, 2826, 2744, 304, 7.96%, 21, 1, 18, 501.43, 1286879, 5216
1800, 0, 2728, 2827, 2745, 304, 7.96%, 21, 1, 18, 483.57, 1289325, 5216
1805, 0, 2728, 2828, 2746, 304, 7.96%, 21, 1, 18, 558.42, 1292167, 5216
1810, 0, 2817, 2829, 2746, 312, 7.96%, 21, 1, 19, 455.93, 1294473, 5216
1815, 0, 2817, 2831, 2748, 312, 7.96%, 21, 1, 19, 461.77, 1296845, 5216
1820, 0, 2817, 2832, 2749, 312, 7.96%, 21, 1, 19, 444.43, 1299042, 5216
1825, 0, 2817, 2834, 2751, 312, 7.96%, 21, 1, 19, 474.38, 1301465, 5216
1830, 0, 2817, 2836, 2753, 312, 7.96%, 21, 1, 19, 488.34, 1303936, 5216
1835, 0, 2817, 2838, 2755, 312, 7.96%, 21, 1, 19, 455.08, 1306191, 5216
1841, 0, 2817, 2838, 2755, 312, 7.96%, 21, 1, 19, 464.02, 1308585, 5216
1846, 0, 2817, 2838, 2755, 312, 7.96%, 21, 1, 19, 463.37, 1310916, 5216
1851, 0, 2817, 2842, 2759, 312, 7.96%, 21, 1, 19, 462.56, 1313248, 5216
1856, 0, 2817, 2842, 2759, 312, 7.96%, 21, 1, 19, 467.28, 1315714, 5216
1861, 0, 2817, 2845, 2762, 312, 7.96%, 21, 1, 19, 475.54, 1318102, 5216
1866, 0, 2817, 2845, 2762, 312, 7.96%, 21, 1, 19, 470.35, 1320478, 5216
1871, 0, 2817, 2845, 2762, 312, 7.96%, 21, 1, 19, 464.96, 1322836, 5216
1876, 0, 2817, 2845, 2762, 312, 7.96%, 21, 1, 19, 457.83, 1325239, 5216
1882, 0, 2817, 2847, 2764, 312, 7.96%, 21, 1, 19, 486.51, 1327740, 5216
1887, 0, 698, 2848, 2764, 311, 7.96%, 21, 1, 19, 762.92, 1331622, 5216
1892, 0, 2378, 2851, 2766, 310, 7.96%, 21, 1, 19, 667.60, 1334856, 5216
1897, 0, 2378, 2853, 2768, 310, 7.96%, 21, 1, 19, 680.56, 1338380, 5216
1902, 0, 2378, 2855, 2770, 310, 7.96%, 21, 1, 19, 690.44, 1341943, 5216
1907, 0, 2378, 2857, 2772, 310, 7.96%, 21, 1, 19, 675.08, 1345324, 5216
1912, 0, 2378, 2858, 2773, 310, 7.96%, 21, 1, 19, 665.35, 1348672, 5216
1917, 0, 2378, 2862, 2777, 310, 7.96%, 21, 1, 19, 678.72, 1352093, 5216
1922, 0, 2378, 2862, 2777, 310, 7.96%, 21, 1, 19, 688.22, 1355668, 5216
1928, 0, 2378, 2865, 2780, 310, 7.96%, 21, 1, 19, 720.60, 1359359, 5216
1933, 0, 2704, 2867, 2781, 310, 7.96%, 21, 1, 19, 739.29, 1363082, 5216
1938, 0, 2704, 2868, 2782, 310, 7.96%, 21, 1, 19, 769.19, 1367035, 5216
1943, 0, 2704, 2870, 2784, 310, 7.96%, 21, 1, 19, 776.08, 1370934, 5216
1948, 0, 2704, 2871, 2785, 310, 7.99%, 22, 1, 19, 759.92, 1374767, 5238
1953, 0, 2704, 2872, 2786, 310, 7.99%, 22, 1, 19, 756.02, 1378569, 5238
1958, 0, 2704, 2872, 2786, 310, 7.99%, 22, 1, 19, 757.19, 1382454, 5238
1963, 0, 2704, 2874, 2788, 310, 7.99%, 22, 1, 19, 762.20, 1386293, 5238
1968, 0, 2704, 2874, 2788, 310, 7.99%, 22, 1, 19, 757.45, 1390058, 5238
1973, 0, 2704, 2875, 2789, 310, 7.99%, 22, 1, 19, 724.99, 1393687, 5239
1978, 0, 648, 2876, 2789, 311, 7.99%, 22, 1, 19, 635.67, 1396974, 5239
1983, 0, 2316, 2877, 2789, 311, 8.00%, 22, 1, 19, 533.52, 1399604, 5240
1988, 0, 2316, 2879, 2791, 311, 8.00%, 22, 1, 19, 548.52, 1402283, 5240
1993, 0, 2267, 2879, 2790, 310, 8.00%, 22, 1, 19, 571.60, 1405246, 5240
1999, 0, 1521, 2880, 2789, 308, 8.00%, 22, 1, 19, 699.61, 1409002, 5240
2004, 0, 2310, 2880, 2788, 307, 8.00%, 22, 1, 19, 737.84, 1412814, 5240
2009, 0, 2310, 2883, 2791, 307, 8.00%, 22, 1, 19, 740.31, 1416643, 5240
2014, 0, 1234, 2884, 2791, 304, 8.00%, 22, 1, 19, 601.78, 1419562, 5240
2019, 0, 2814, 2884, 2790, 303, 8.00%, 22, 1, 19, 493.85, 1422131, 5240
2024, 0, 2814, 2887, 2793, 303, 8.00%, 22, 1, 19, 438.54, 1424137, 5241
2029, 0, 2814, 2890, 2796, 303, 8.00%, 22, 1, 19, 472.18, 1426549, 5241
2034, 0, 2814, 2892, 2798, 303, 8.00%, 22, 1, 19, 471.97, 1428984, 5241
2039, 0, 2814, 2893, 2799, 303, 8.00%, 22, 1, 19, 475.30, 1431385, 5241
2045, 0, 2814, 2893, 2799, 303, 8.00%, 22, 1, 19, 480.59, 1433896, 5241
2050, 0, 2814, 2895, 2801, 303, 8.00%, 22, 1, 19, 478.25, 1436304, 5241
2055, 0, 2814, 2895, 2801, 303, 8.00%, 22, 1, 19, 486.22, 1438743, 5241
2060, 0, 2814, 2895, 2801, 303, 8.00%, 22, 1, 19, 499.86, 1441263, 5241
2065, 0, 2814, 2895, 2801, 303, 8.00%, 22, 1, 19, 494.52, 1443783, 5241
2070, 0, 2814, 2896, 2802, 303, 8.00%, 23, 1, 19, 472.50, 1445825, 5241
2075, 0, 2814, 2897, 2803, 303, 8.00%, 23, 1, 19, 485.54, 1448271, 5241
2080, 0, 2814, 2897, 2803, 303, 8.00%, 23, 1, 19, 434.44, 1450448, 5241
2085, 0, 2814, 2900, 2806, 303, 8.00%, 23, 1, 19, 446.72, 1452717, 5241
2090, 0, 2814, 2900, 2806, 303, 8.00%, 23, 1, 19, 459.35, 1455123, 5241
2095, 0, 1196, 2900, 2805, 303, 8.00%, 24, 1, 19, 610.98, 1458228, 5241
2100, 0, 2722, 2902, 2806, 302, 8.00%, 24, 1, 19, 692.16, 1461974, 5241
2105, 0, 2722, 2903, 2807, 302, 8.00%, 24, 1, 19, 692.51, 1465478, 5241
2110, 0, 2722, 2905, 2809, 302, 8.00%, 24, 1, 19, 686.25, 1468937, 5241
2115, 0, 2722, 2905, 2809, 302, 8.00%, 24, 1, 19, 683.11, 1472356, 5241
2121, 0, 2722, 2905, 2809, 302, 8.00%, 24, 1, 19, 696.70, 1475970, 5241
2126, 0, 2722, 2907, 2811, 302, 8.00%, 24, 1, 19, 703.42, 1479504, 5241
2131, 0, 2722, 2908, 2812, 302, 8.00%, 24, 1, 19, 703.99, 1483039, 5241
2136, 0, 2722, 2908, 2812, 302, 8.00%, 24, 1, 19, 699.21, 1486599, 5241
2141, 0, 2722, 2908, 2812, 302, 8.00%, 24, 1, 19, 695.09, 1490213, 5241
2146, 0, 2722, 2908, 2812, 302, 8.00%, 24, 1, 19, 689.84, 1493820, 5241
2151, 0, 2511, 2909, 2812, 301, 8.00%, 24, 1, 19, 637.04, 1496996, 5241
2156, 0, 2511, 2910, 2813, 301, 8.00%, 24, 1, 19, 644.47, 1500231, 5241
2161, 0, 2905, 2913, 2815, 301, 8.00%, 24, 1, 19, 619.80, 1503283, 5241
2166, 0, 2905, 2916, 2818, 301, 8.00%, 24, 1, 19, 652.89, 1506622, 5241
2171, 0, 2905, 2916, 2818, 301, 8.00%, 24, 1, 19, 650.83, 1509916, 5241
2176, 0, 2905, 2917, 2819, 301, 8.00%, 24, 1, 19, 661.78, 1513259, 5241
2181, 0, 2905, 2918, 2820, 301, 8.00%, 24, 1, 19, 664.48, 1516620, 5241
2186, 0, 2905, 2918, 2820, 301, 8.00%, 24, 1, 19, 674.85, 1520039, 5241
2192, 0, 2905, 2918, 2820, 301, 8.00%, 25, 1, 19, 660.33, 1523407, 5241
2197, 0, 2905, 2918, 2820, 301, 8.00%, 25, 1, 19, 659.67, 1526748, 5241
2202, 0, 2905, 2920, 2822, 301, 8.00%, 25, 1, 19, 663.36, 1530103, 5241
2207, 0, 2905, 2920, 2822, 301, 8.00%, 25, 1, 19, 660.12, 1533561, 5241
2212, 0, 2905, 2921, 2823, 301, 8.00%, 25, 1, 19, 641.37, 1536808, 5241
2217, 0, 2915, 2921, 2822, 301, 8.00%, 25, 1, 19, 619.24, 1539875, 5241
2222, 0, 724, 2921, 2821, 300, 8.00%, 25, 1, 19, 643.58, 1543200, 5241
2227, 0, 2623, 2924, 2823, 299, 8.00%, 25, 1, 19, 666.64, 1546588, 5241
2232, 0, 2623, 2925, 2824, 299, 8.00%, 25, 1, 19, 672.80, 1549988, 5241
2237, 0, 2623, 2925, 2824, 299, 8.00%, 25, 1, 19, 679.06, 1553407, 5241
2242, 0, 2623, 2926, 2825, 299, 8.00%, 25, 1, 19, 670.98, 1556859, 5241
2247, 0, 2623, 2926, 2825, 299, 8.00%, 26, 1, 19, 671.02, 1560227, 5241
2252, 0, 2623, 2926, 2825, 299, 8.00%, 26, 1, 19, 673.58, 1563594, 5241
2257, 0, 2623, 2926, 2825, 299, 8.00%, 26, 1, 19, 672.38, 1566987, 5241
2262, 0, 2623, 2927, 2826, 299, 8.00%, 26, 1, 19, 667.40, 1570361, 5241
2267, 0, 2623, 2927, 2826, 299, 8.00%, 26, 1, 19, 675.30, 1573780, 5241
2273, 0, 2623, 2928, 2827, 299, 8.00%, 26, 1, 19, 676.34, 1577180, 5242
2278, 0, 2623, 2952, 2851, 299, 8.00%, 26, 1, 19, 458.17, 1579553, 5242
2283, 0, 2623, 2967, 2866, 299, 8.00%, 26, 1, 19, 344.09, 1581152, 5242
2288, 0, 2623, 2972, 2871, 299, 8.00%, 26, 1, 19, 339.36, 1582831, 5242
2293, 0, 1801, 2974, 2871, 294, 8.00%, 26, 1, 19, 659.21, 1586332, 5242
2298, 0, 2339, 2975, 2871, 294, 8.00%, 26, 1, 19, 667.61, 1589796, 5242
2303, 0, 2339, 2975, 2871, 294, 8.00%, 26, 1, 19, 572.10, 1592421, 5242
2308, 0, 2912, 2976, 2871, 293, 8.00%, 26, 1, 20, 593.66, 1595342, 5242
2313, 0, 2912, 2980, 2875, 293, 8.00%, 26, 1, 20, 651.62, 1598673, 5242
2318, 0, 2912, 2981, 2876, 293, 8.00%, 26, 1, 20, 665.80, 1602064, 5242
2323, 0, 2912, 2981, 2876, 293, 8.00%, 26, 1, 20, 649.26, 1605327, 5242
2328, 0, 2912, 2981, 2876, 293, 8.00%, 26, 1, 20, 657.43, 1608642, 5242
2333, 0, 2912, 2982, 2877, 293, 8.00%, 26, 1, 20, 669.02, 1612016, 5242
2338, 0, 2912, 2983, 2878, 293, 8.00%, 26, 1, 20, 674.99, 1615403, 5242
2343, 0, 2912, 2983, 2878, 293, 8.00%, 26, 1, 20, 665.56, 1618718, 5242
2348, 0, 2912, 2983, 2878, 293, 8.00%, 26, 1, 20, 666.75, 1622072, 5242
2353, 0, 2912, 2984, 2879, 293, 8.00%, 26, 1, 20, 655.37, 1625394, 5242
2358, 0, 2912, 2985, 2880, 293, 8.00%, 26, 1, 20, 672.85, 1628741, 5242
2363, 0, 2975, 2986, 2880, 295, 8.00%, 26, 1, 21, 638.49, 1631851, 5242
2369, 0, 464, 2987, 2880, 294, 8.00%, 26, 1, 21, 705.80, 1635468, 5242
2374, 0, 2361, 2987, 2879, 293, 8.00%, 26, 1, 21, 629.42, 1638753, 5242
2379, 0, 2983, 2989, 2880, 293, 8.00%, 26, 1, 21, 551.51, 1641460, 5243
2384, 0, 2983, 2993, 2884, 293, 8.00%, 26, 1, 21, 603.83, 1644560, 5243
2389, 0, 2983, 2995, 2886, 293, 8.00%, 26, 1, 21, 606.49, 1647658, 5243
2394, 0, 2983, 2997, 2888, 293, 8.00%, 26, 1, 21, 613.10, 1650744, 5243
2399, 0, 2983, 2998, 2889, 293, 8.00%, 26, 1, 21, 612.44, 1653847, 5243
2404, 0, 2983, 3001, 2892, 293, 8.00%, 26, 1, 21, 614.77, 1656952, 5243
2409, 0, 2983, 3001, 2892, 293, 8.00%, 26, 1, 21, 627.13, 1660096, 5243
2414, 0, 2983, 3001, 2892, 293, 8.00%, 26, 1, 21, 617.11, 1663192, 5243
2419, 0, 2983, 3001, 2892, 293, 8.00%, 26, 1, 21, 616.65, 1666312, 5243
2424, 0, 2983, 3002, 2893, 293, 8.00%, 26, 1, 21, 622.68, 1669451, 5244
2429, 0, 2983, 3004, 2895, 293, 8.00%, 26, 1, 21, 617.32, 1672573, 5244
2434, 0, 2983, 3009, 2900, 293, 8.00%, 26, 1, 21, 623.42, 1675732, 5244
2439, 0, 2983, 3011, 2902, 293, 8.00%, 26, 1, 21, 615.61, 1678854, 5244
2444, 0, 2926, 3014, 2904, 291, 8.00%, 26, 1, 21, 594.45, 1681724, 5245
2449, 0, 2926, 3016, 2906, 291, 8.00%, 26, 1, 21, 655.10, 1685114, 5245
2454, 0, 2926, 3017, 2907, 291, 8.00%, 26, 1, 21, 668.66, 1688501, 5245
2459, 0, 2926, 3017, 2907, 291, 8.00%, 26, 1, 21, 669.96, 1691907, 5245
2464, 0, 2926, 3017, 2907, 291, 8.00%, 26, 1, 21, 667.22, 1695274, 5245
2470, 0, 2926, 3017, 2907, 291, 8.00%, 26, 1, 21, 648.25, 1698577, 5245
2475, 0, 2918, 3017, 2906, 291, 8.00%, 26, 1, 21, 682.69, 1702085, 5245
2480, 0, 2169, 3017, 2905, 290, 8.00%, 26, 1, 21, 606.88, 1705099, 5245
2485, 0, 205, 3020, 2907, 291, 8.00%, 26, 1, 21, 646.64, 1708458, 5246
2490, 0, 2992, 3028, 2914, 290, 8.00%, 26, 1, 22, 633.15, 1711744, 5246
2495, 0, 2992, 3031, 2917, 290, 8.00%, 26, 1, 22, 649.40, 1715134, 5246
2500, 0, 2992, 3036, 2922, 290, 8.01%, 26, 1, 22, 653.02, 1718432, 5251
2506, 0, 2992, 3039, 2925, 290, 8.01%, 26, 1, 22, 645.26, 1721757, 5251
2511, 0, 2992, 3041, 2927, 290, 8.01%, 26, 1, 22, 644.38, 1725083, 5251
2516, 0, 2992, 3042, 2928, 290, 8.01%, 27, 1, 22, 634.94, 1728379, 5252
2521, 0, 2992, 3044, 2930, 290, 8.01%, 27, 1, 22, 607.41, 1731477, 5252
2526, 0, 2992, 3046, 2932, 290, 8.02%, 27, 1, 22, 573.78, 1734315, 5254
2531, 0, 2992, 3047, 2933, 290, 8.02%, 27, 1, 22, 584.17, 1737292, 5254
2536, 0, 2992, 3047, 2933, 290, 8.02%, 27, 1, 22, 594.21, 1740383, 5254
2541, 0, 2992, 3048, 2934, 290, 8.02%, 27, 1, 22, 593.85, 1743360, 5254
2546, 0, 3026, 3048, 2933, 288, 8.02%, 27, 1, 22, 578.67, 1746269, 5254
2551, 0, 3026, 3054, 2939, 288, 8.02%, 27, 1, 23, 640.10, 1749565, 5256
2557, 0, 3026, 3056, 2941, 288, 8.02%, 27, 1, 23, 670.23, 1753105, 5256
2562, 0, 3026, 3057, 2942, 288, 8.02%, 27, 1, 23, 664.56, 1756453, 5256
2567, 0, 3026, 3057, 2942, 288, 8.02%, 27, 1, 23, 672.50, 1759820, 5256
2572, 0, 3026, 3057, 2942, 288, 8.02%, 27, 1, 23, 692.17, 1763408, 5256
2577, 0, 3026, 3057, 2942, 288, 8.02%, 27, 1, 23, 677.38, 1766801, 5256
2582, 0, 3026, 3057, 2942, 288, 8.02%, 27, 1, 23, 683.87, 1770363, 5256
2587, 0, 3026, 3059, 2944, 288, 8.02%, 27, 1, 23, 685.78, 1773887, 5256
2592, 0, 3026, 3060, 2945, 288, 8.02%, 27, 1, 23, 692.86, 1777495, 5256
2597, 0, 3026, 3060, 2945, 288, 8.02%, 27, 1, 23, 681.24, 1780896, 5256
2602, 0, 2812, 3065, 2949, 288, 8.02%, 27, 1, 23, 616.74, 1783918, 5258
2608, 0, 2812, 3068, 2952, 288, 8.02%, 27, 1, 23, 611.24, 1787035, 5258
2613, 0, 2812, 3069, 2953, 288, 8.02%, 27, 1, 23, 611.12, 1790150, 5259
2618, 0, 2812, 3071, 2955, 288, 8.02%, 27, 1, 23, 613.65, 1793260, 5259
2623, 0, 2812, 3071, 2955, 288, 8.02%, 27, 1, 23, 613.77, 1796368, 5259
2628, 0, 2812, 3071, 2955, 288, 8.02%, 27, 1, 23, 611.29, 1799476, 5259
2633, 0, 2812, 3071, 2955, 288, 8.02%, 27, 1, 23, 620.93, 1802644, 5259
2638, 0, 2812, 3071, 2955, 288, 8.02%, 27, 1, 23, 614.23, 1805752, 5259
2643, 0, 2812, 3071, 2955, 288, 8.02%, 27, 1, 23, 606.84, 1808824, 5259
2648, 0, 2812, 3072, 2956, 288, 8.02%, 27, 1, 23, 614.47, 1811927, 5259
2653, 0, 2812, 3072, 2956, 288, 8.02%, 27, 1, 23, 611.62, 1815011, 5259
2659, 0, 1151, 3072, 2955, 291, 8.02%, 27, 1, 23, 666.94, 1818522, 5259
2664, 0, 2356, 3072, 2954, 290, 8.02%, 27, 1, 23, 602.21, 1821637, 5259
2669, 0, 2356, 3074, 2956, 290, 8.02%, 27, 1, 23, 596.10, 1824573, 5259
2674, 0, 3001, 3074, 2954, 289, 8.02%, 27, 1, 23, 660.71, 1827951, 5259
2679, 0, 3001, 3075, 2955, 289, 8.02%, 27, 1, 23, 675.78, 1831338, 5259
2684, 0, 2058, 3075, 2954, 289, 8.02%, 27, 1, 23, 735.55, 1835140, 5259
2689, 0, 2589, 3075, 2953, 288, 8.02%, 27, 1, 23, 692.22, 1838639, 5259
2694, 0, 2870, 3083, 2960, 287, 8.03%, 27, 1, 23, 748.21, 1842448, 5260
2699, 0, 2870, 3085, 2962, 287, 8.03%, 27, 1, 23, 788.19, 1846578, 5261
2704, 0, 2870, 3086, 2963, 287, 8.03%, 27, 1, 23, 788.75, 1850530, 5261
2709, 0, 2870, 3087, 2964, 287, 8.03%, 27, 1, 23, 784.47, 1854617, 5261
2714, 0, 2870, 3088, 2965, 287, 8.03%, 27, 1, 23, 784.94, 1858554, 5262
2720, 0, 2870, 3088, 2965, 287, 8.03%, 27, 1, 23, 794.18, 1862679, 5262
2725, 0, 2870, 3088, 2965, 287, 8.03%, 27, 1, 23, 789.05, 1866624, 5262
2730, 0, 2870, 3090, 2967, 287, 8.03%, 27, 1, 23, 799.81, 1870748, 5265
2735, 0, 2870, 3090, 2967, 287, 8.03%, 27, 1, 23, 780.02, 1874681, 5265
2740, 0, 1289, 3090, 2966, 291, 8.03%, 36, 1, 23, 763.47, 1876765, 5265
2745, 0, 2974, 3090, 2965, 290, 8.03%, 36, 1, 23, 729.72, 1880659, 5265
2750, 0, 2518, 3091, 2965, 289, 8.03%, 36, 1, 23, 682.56, 1883996, 5265
2755, 0, 3054, 3091, 2964, 289, 8.03%, 36, 1, 23, 636.66, 1887201, 5265
2760, 0, 3054, 3091, 2964, 289, 8.03%, 36, 1, 23, 646.40, 1890410, 5265
2766, 0, 2925, 3091, 2962, 287, 8.03%, 36, 1, 23, 652.52, 1893779, 5265
2771, 0, 2925, 3093, 2964, 287, 8.03%, 36, 1, 23, 639.20, 1897069, 5265
2776, 0, 2925, 3094, 2965, 287, 8.03%, 36, 1, 23, 630.46, 1900220, 5265
2781, 0, 2925, 3096, 2967, 287, 8.04%, 36, 1, 23, 633.60, 1903510, 5266
2786, 0, 2925, 3096, 2967, 287, 8.04%, 36, 1, 23, 622.10, 1906750, 5266
2791, 0, 2925, 3098, 2969, 287, 8.04%, 36, 1, 23, 621.91, 1909872, 5268
2796, 0, 2925, 3098, 2969, 287, 8.04%, 36, 1, 23, 544.85, 1912560, 5268
2801, 0, 2925, 3098, 2969, 287, 8.04%, 36, 1, 23, 599.22, 1915698, 5268
2807, 0, 2925, 3098, 2969, 287, 8.04%, 36, 1, 23, 631.01, 1918968, 5268
2812, 0, 2925, 3098, 2969, 287, 8.04%, 37, 1, 23, 624.47, 1922245, 5268
2817, 0, 2925, 3099, 2970, 287, 8.04%, 37, 1, 23, 639.77, 1925564, 5268
2822, 0, 2925, 3099, 2970, 287, 8.04%, 37, 1, 23, 628.75, 1928704, 5268
2827, 0, 2903, 3100, 2970, 287, 8.04%, 37, 1, 23, 650.27, 1931940, 5268
2832, 0, 2922, 3100, 2969, 286, 8.04%, 37, 1, 23, 613.91, 1935008, 5268
2837, 0, 2922, 3103, 2972, 286, 8.04%, 37, 1, 23, 643.89, 1938290, 5268
2842, 0, 2922, 3105, 2974, 286, 8.04%, 37, 1, 23, 654.86, 1941612, 5268
2847, 0, 2922, 3105, 2974, 286, 8.04%, 37, 1, 23, 659.98, 1944953, 5268
2852, 0, 2922, 3106, 2975, 286, 8.04%, 37, 1, 23, 668.81, 1948327, 5268
2857, 0, 2922, 3106, 2975, 286, 8.04%, 37, 1, 23, 661.40, 1951707, 5268
2862, 0, 2922, 3106, 2975, 286, 8.04%, 37, 1, 23, 673.52, 1955126, 5268
2867, 0, 2922, 3107, 2976, 286, 8.04%, 37, 1, 23, 667.97, 1958513, 5268
2872, 0, 2922, 3107, 2976, 286, 8.04%, 37, 1, 23, 669.71, 1961919, 5268
2877, 0, 2922, 3108, 2977, 286, 8.04%, 37, 1, 23, 669.57, 1965293, 5268
2883, 0, 2922, 3108, 2977, 286, 8.04%, 37, 1, 23, 658.88, 1968623, 5268
2888, 0, 2515, 3109, 2977, 287, 8.04%, 37, 1, 23, 666.40, 1971928, 5269
2893, 0, 3054, 3113, 2980, 286, 8.04%, 37, 1, 24, 663.57, 1975250, 5269
2898, 0, 3054, 3115, 2982, 286, 8.04%, 37, 1, 24, 677.51, 1978670, 5270
2903, 0, 3054, 3119, 2986, 286, 8.04%, 37, 1, 24, 671.94, 1982065, 5270
2908, 0, 3054, 3121, 2988, 286, 8.05%, 37, 1, 24, 673.23, 1985433, 5274
2913, 0, 3054, 3123, 2990, 286, 8.05%, 37, 1, 24, 672.32, 1988814, 5274
2918, 0, 3054, 3124, 2991, 286, 8.05%, 37, 1, 24, 659.96, 1992284, 5274
2923, 0, 3054, 3135, 3002, 286, 8.05%, 37, 1, 24, 611.03, 1995376, 5275
2928, 0, 3111, 3139, 3006, 290, 8.05%, 37, 1, 25, 487.13, 1997853, 5275
2933, 0, 3111, 3145, 3012, 290, 8.05%, 37, 1, 25, 525.49, 2000618, 5276
2939, 0, 3111, 3147, 3014, 290, 8.05%, 37, 1, 25, 546.16, 2003472, 5276
2944, 0, 3111, 3148, 3015, 290, 8.05%, 37, 1, 25, 544.51, 2006219, 5276
2949, 0, 3111, 3148, 3015, 290, 8.05%, 37, 1, 25, 535.27, 2008879, 5276
2954, 0, 3111, 3148, 3015, 290, 8.05%, 37, 1, 25, 538.41, 2011699, 5276
2959, 0, 3111, 3148, 3015, 290, 8.05%, 37, 1, 25, 518.97, 2014289, 5276
2964, 0, 3111, 3149, 3016, 290, 8.05%, 37, 1, 25, 539.80, 2017127, 5276
2969, 0, 3111, 3152, 3019, 290, 8.05%, 37, 1, 25, 542.12, 2019858, 5276
2974, 0, 3111, 3152, 3019, 290, 8.05%, 37, 1, 25, 543.71, 2022596, 5276
2979, 0, 1223, 3152, 3018, 291, 8.05%, 37, 1, 25, 607.66, 2025702, 5276
2984, 0, 3013, 3152, 3017, 290, 8.05%, 37, 1, 25, 651.67, 2029221, 5276
2989, 0, 3141, 3152, 3016, 289, 8.05%, 39, 1, 25, 585.05, 2032159, 5276
2994, 0, 3141, 3154, 3018, 289, 8.05%, 39, 1, 26, 518.04, 2034520, 5276
2999, 0, 3141, 3154, 3018, 289, 8.05%, 39, 1, 26, 536.54, 2037230, 5276
3005, 0, 3141, 3155, 3019, 289, 8.05%, 39, 1, 26, 593.54, 2040272, 5276
3010, 0, 3152, 3155, 3018, 289, 8.05%, 39, 1, 26, 491.97, 2042859, 5276
3015, 0, 3152, 3157, 3020, 289, 8.05%, 39, 1, 27, 470.88, 2045055, 5276
3020, 0, 3152, 3159, 3022, 289, 8.05%, 39, 1, 27, 488.90, 2047535, 5276
3025, 0, 3152, 3159, 3022, 289, 8.05%, 39, 1, 27, 495.13, 2050064, 5276
3030, 0, 3152, 3161, 3024, 289, 8.05%, 39, 1, 27, 501.96, 2052580, 5276
3035, 0, 3152, 3162, 3025, 289, 8.05%, 39, 1, 27, 507.03, 2055127, 5276
3040, 0, 3152, 3163, 3026, 289, 8.05%, 39, 1, 27, 490.35, 2057643, 5276
3045, 0, 3152, 3165, 3028, 289, 8.05%, 39, 1, 27, 500.73, 2060228, 5276
3050, 0, 3152, 3165, 3028, 289, 8.05%, 39, 1, 27, 498.61, 2062758, 5276
3055, 0, 3152, 3166, 3029, 289, 8.05%, 39, 1, 27, 593.78, 2065848, 5276
3060, 0, 2825, 3166, 3028, 288, 8.05%, 39, 1, 27, 645.36, 2069125, 5276
3065, 0, 2825, 3178, 3040, 288, 8.05%, 39, 1, 27, 609.85, 2072141, 5276
3070, 0, 3155, 3185, 3046, 286, 8.05%, 39, 1, 27, 602.31, 2075162, 5276
3076, 0, 3155, 3187, 3048, 286, 8.05%, 39, 1, 28, 536.62, 2077865, 5276
3081, 0, 3155, 3189, 3050, 286, 8.05%, 39, 1, 28, 575.13, 2080855, 5276
3086, 0, 3155, 3191, 3052, 286, 8.05%, 39, 1, 28, 593.85, 2083861, 5276
3091, 0, 3155, 3192, 3053, 286, 8.05%, 39, 1, 28, 597.91, 2086893, 5276
